ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009410	response to xenobiotic stimulus	27/686	274/12179	0.00330708911464011	0.0354355295079781	0.0277017879540466	NNMT/COL1A1/ACSL1/TGFBR2/IGFBP2/OXTR/ABCC9/ADCY1/GCLM/ABAT/CTPS1/TRPA1/P2RX7/NPAS2/THBS1/TNFRSF11B/AOX1/C1orf115/SFRP2/KCNQ3/HSD11B2/PTGS2/GRIN2A/ALDH3A1/MAOB/ASIC2/HTR2A	27
GO:0001893	maternal placenta development	6/686	27/12179	0.00334110009857115	0.0354355295079781	0.0277017879540466	CITED2/LIF/STC1/PRDM1/PTGS2/TPPP3	6
GO:0014888	striated muscle adaptation	6/686	27/12179	0.00334110009857115	0.0354355295079781	0.0277017879540466	KLF15/FOXO1/CFLAR/ATP2A2/MYOZ2/MSTN	6
GO:0061036	positive regulation of cartilage development	6/686	27/12179	0.00334110009857115	0.0354355295079781	0.0277017879540466	ZBTB16/PKDCC/PRKG2/SOX9/CCN1/GDF5	6
GO:0098868	bone growth	6/686	27/12179	0.00334110009857115	0.0354355295079781	0.0277017879540466	TGFBR2/LEP/SOX9/COL27A1/STC1/FGFR2	6
GO:0002028	regulation of sodium ion transport	9/686	55/12179	0.00334640255976581	0.0354355295079781	0.0277017879540466	PER1/FGF14/PRKCE/FGF13/P2RX7/NEDD4L/SCN1B/SPTBN4/PKP2	9
GO:1900024	regulation of substrate adhesion-dependent cell spreading	9/686	55/12179	0.00334640255976581	0.0354355295079781	0.0277017879540466	PDPN/MYADM/NEDD9/POSTN/CARMIL1/LIMS2/KANK1/RAC3/PKP2	9
GO:1903053	regulation of extracellular matrix organization	9/686	55/12179	0.00334640255976581	0.0354355295079781	0.0277017879540466	PDPN/LAMA2/CFLAR/NID1/SOX9/AXIN2/ANGPTL7/AGT/RGCC	9
GO:0003156	regulation of animal organ formation	5/686	19/12179	0.0033535561771836	0.0354355295079781	0.0277017879540466	WNT2/CITED2/GDNF/ROBO1/FGF10	5
GO:0060384	innervation	5/686	19/12179	0.0033535561771836	0.0354355295079781	0.0277017879540466	VCAM1/ADARB1/SEMA3A/SLITRK6/CHD7	5
GO:0008585	female gonad development	11/686	76/12179	0.00336641602073267	0.0354355295079781	0.0277017879540466	ADAMTS1/PTX3/INHBB/FST/LEP/VEGFA/TNFAIP6/DMC1/ANG/LFNG/CYP19A1	11
GO:0030510	regulation of BMP signaling pathway	11/686	76/12179	0.00336641602073267	0.0354355295079781	0.0277017879540466	FSTL3/FST/BMPER/CRIM1/TNFAIP6/CCN1/FSTL5/CHRDL2/GDF5/SFRP4/SFRP2	11
GO:1903707	negative regulation of hemopoiesis	11/686	76/12179	0.00336641602073267	0.0354355295079781	0.0277017879540466	FSTL3/TSC22D1/PIK3R1/LRRC17/SOCS1/GPR68/UBASH3B/TNFAIP6/MAFB/TNFRSF11B/INPP5D	11
GO:0048598	embryonic morphogenesis	39/686	441/12179	0.00341377667412789	0.0354355295079781	0.0277017879540466	DUSP1/WNT2/COL11A1/TBX18/ZBTB16/AMOT/TGFBR2/NR4A3/COL7A1/FBN2/CRABP2/CITED2/EPHB2/FLRT3/TXNRD1/MYADM/ALDH1A3/GDNF/DUSP5/MICAL2/SOX9/SLITRK6/SPINT2/ITGA8/TENM4/GDF7/TGFB2/MMP15/CDON/FZD5/FGF10/RSPO2/MAFB/CCN1/FRZB/GDF5/FGFR2/SFRP2/CHD7	39
GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	TGFBR2/SOX9/AXIN2/COL27A1	4
GO:0015812	gamma-aminobutyric acid transport	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	SLC6A6/SLC7A14/ABAT/P2RX7	4
GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	CITED2/LEP/ALOX15B/LMO3	4
GO:0043011	myeloid dendritic cell differentiation	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	TGFBR2/CAMK4/BATF3/BATF2	4
GO:0043501	skeletal muscle adaptation	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	CFLAR/ATP2A2/MYOZ2/MSTN	4
GO:0050961	detection of temperature stimulus involved in sensory perception	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	CXCL12/LXN/ADORA1/HTR2A	4
GO:0061687	detoxification of inorganic compound	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	MT2A/MT1E/MT1X/MT1M	4
GO:0071294	cellular response to zinc ion	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	MT2A/MT1E/MT1X/MT1M	4
GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	4/686	12/12179	0.00343297165237981	0.0354355295079781	0.0277017879540466	VEGFA/THBS1/IL12A/HMOX1	4
GO:0031668	cellular response to extracellular stimulus	24/686	235/12179	0.00345823448638627	0.0356106927686874	0.0278387221433442	VCAM1/INHBB/COL1A1/FAM107A/FOXO1/PRKAG2/CBS/ATF3/FOXO3/AQP3/LEP/MAP1LC3C/NUAK1/CDKN2B/GLUL/POSTN/SLC38A2/P2RX7/CYP24A1/SFRP2/UPP1/PDK4/MYH13/SLC7A5	24
GO:0086002	cardiac muscle cell action potential involved in contraction	7/686	36/12179	0.0034758314048791	0.0357062680683035	0.0279134383030961	CACNB2/NEDD4L/SCN1B/KCNE3/CACNA1G/KCND3/PKP2	7
GO:0006576	biogenic amine metabolic process	10/686	66/12179	0.00362759043646141	0.0370877936527745	0.0289934483756277	MAOA/ABAT/GPR37/SAT1/GCH1/TGFB2/SNCAIP/GRIN2A/MAOB/IL4I1	10
GO:0014897	striated muscle hypertrophy	10/686	66/12179	0.00362759043646141	0.0370877936527745	0.0289934483756277	KLF15/FOXO1/PDLIM5/LMCD1/PDE5A/NR4A3/LEP/ATP2A2/AGT/PI16	10
GO:0048565	digestive tract development	12/686	88/12179	0.00371207012785166	0.0378613518503445	0.0295981788666557	OXTR/KLF5/PKDCC/EPHB3/SOX9/LGR4/TGFB2/FZD5/FGF10/PRDM1/FGFR2/SFRP2	12
GO:0090288	negative regulation of cellular response to growth factor stimulus	11/686	77/12179	0.00373303354887046	0.0379849432674165	0.0296947966758491	FSTL3/CFLAR/BMPER/CRIM1/THBS1/AGT/TNFAIP6/CHRDL2/IL12A/SFRP2/XDH	11
GO:0060541	respiratory system development	19/686	172/12179	0.00376490531079208	0.0380708519879263	0.0297619559702637	PDPN/ERRFI1/WNT2/CRISPLD2/TGFBR2/LIF/ALDH1A3/PKDCC/SLC7A11/CCN2/SOX9/VEGFA/FGF10/RSPO2/EDA/FGFR2/RXFP1/HSD11B1/CHD7	19
GO:0038066	p38MAPK cascade	8/686	46/12179	0.00378160822742966	0.0380708519879263	0.0297619559702637	DUSP1/PER1/LEP/DUSP10/GADD45B/VEGFA/XDH/GADD45G	8
GO:0048645	animal organ formation	8/686	46/12179	0.00378160822742966	0.0380708519879263	0.0297619559702637	WNT2/TGFBR2/CITED2/GDNF/ROBO1/AXIN2/FGF10/FGFR2	8
GO:0032944	regulation of mononuclear cell proliferation	16/686	135/12179	0.00378891351159267	0.0380708519879263	0.0297619559702637	VCAM1/IRS2/PDE5A/TGFBR2/IGFBP2/EPHB2/SLC39A10/LEP/TNFSF13B/FGF10/IL12A/INPP5D/TSPAN32/TNFSF9/ICOSLG/IL4I1	16
GO:0051494	negative regulation of cytoskeleton organization	16/686	135/12179	0.00378891351159267	0.0380708519879263	0.0297619559702637	LMOD1/ARHGEF2/ARHGAP28/MYADM/PIK3R1/S1PR1/CORO2B/FGF13/CARMIL1/KANK1/BRCA1/DNAI3/SSH2/SPTBN4/CRACD/NAV3	16
GO:0006813	potassium ion transport	15/686	123/12179	0.00379467271793955	0.0380708519879263	0.0297619559702637	KCNK6/ABCC9/NEDD4L/KCNK15/KCNS1/KCNE3/ADRA2A/KCND3/KCNQ3/KCND2/ADORA1/SLC24A3/KCNA3/KCNB2/HTR2A	15
GO:0043434	response to peptide hormone	30/686	318/12179	0.00386927849115703	0.038728862100299	0.0302763565410373	SORT1/KLF15/CXCL12/INHBB/COL1A1/GDF15/FOXO1/IRS2/NR4A3/OXTR/AGTRAP/CFLAR/PIK3R1/PIK3R3/LEP/KANK1/SOCS1/TRIB3/AGT/SORBS1/ADCY8/NR4A1/EGR2/CAMK2A/PDK4/HSD11B2/MSTN/PTGS2/ACVR1C/ENPP1	30
GO:0006874	intracellular calcium ion homeostasis	21/686	198/12179	0.00388723902337562	0.038818149689244	0.0303461572718357	CACNB2/CXCL12/TRPC6/PRKCE/ATP2A2/CLIC2/TRPA1/P2RX7/BDKRB1/UBASH3B/ADCY8/STC1/SYPL2/CCL8/ADORA1/SLC24A3/CCL7/PLCG2/HTR2A/CCR1/CHD7	21
GO:0008154	actin polymerization or depolymerization	18/686	160/12179	0.00389855183305814	0.0388407925084725	0.0303638583358711	CXCL12/FAM107A/CDC42EP3/DAAM2/LMOD1/ARHGAP28/WASF3/MYADM/PRKCE/MICAL2/CARMIL1/KANK1/GAS7/SSH2/SPTBN4/CRACD/PAK3/ANG	18
GO:1901890	positive regulation of cell junction assembly	10/686	67/12179	0.00405445569535157	0.0403005387866658	0.0315050175742596	EPHB2/OXTR/FLRT3/EPHB3/LRRTM2/SLITRK6/VEGFA/AGT/LRRN1/ASIC2	10
GO:0030041	actin filament polymerization	16/686	136/12179	0.00407680449897352	0.0404290958858944	0.0316055173142738	FAM107A/CDC42EP3/DAAM2/LMOD1/ARHGAP28/WASF3/MYADM/PRKCE/CARMIL1/KANK1/GAS7/SSH2/SPTBN4/CRACD/PAK3/ANG	16
GO:0042886	amide transport	23/686	225/12179	0.00410816157630362	0.0406461884991883	0.0317752298492171	SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/AQP3/PRKCE/LEP/SLC5A6/SLC7A11/SLC38A2/P2RX7/GPR68/ADCY8/ADRA2A/PER2/ADORA1/RAPGEF4/EPHA5/ACVR1C/FOLR3/CHD7	23
GO:0031667	response to nutrient levels	33/686	361/12179	0.00412105898144023	0.0406800626811594	0.0318017110509689	VCAM1/INHBB/COL1A1/FAM107A/GDF15/FOXO1/ACSL1/PRKAG2/IGFBP2/CBS/ATF3/GCLM/FOXO3/AQP3/LEP/MAP1LC3C/NUAK1/CDKN2B/GLUL/POSTN/ULK2/SLC38A2/TNFRSF11B/STC1/CYP24A1/SFRP2/UPP1/PDK4/HSD11B2/PTGS2/MYH13/ACVR1C/SLC7A5	33
GO:0086019	cell-cell signaling involved in cardiac conduction	5/686	20/12179	0.00426711733938248	0.0416994262724664	0.0325986003439059	CACNB2/TBX18/SCN1B/CACNA1G/PKP2	5
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	5/686	20/12179	0.00426711733938248	0.0416994262724664	0.0325986003439059	RHOJ/PLK2/VEGFA/HMOX1/PTGS2	5
GO:0099560	synaptic membrane adhesion	5/686	20/12179	0.00426711733938248	0.0416994262724664	0.0325986003439059	SPARCL1/FLRT3/CDH6/CDH10/LRRC4	5
GO:2000191	regulation of fatty acid transport	5/686	20/12179	0.00426711733938248	0.0416994262724664	0.0325986003439059	ACSL1/IRS2/PLA2G4A/P2RX7/THBS1	5
GO:0003170	heart valve development	9/686	57/12179	0.00428454864417255	0.0416994262724664	0.0325986003439059	SOX4/TGFBR2/ROBO1/SOX9/AXIN2/TGFB2/CCN1/PRDM1/ADAMTS5	9
GO:0010827	regulation of glucose transmembrane transport	9/686	57/12179	0.00428454864417255	0.0416994262724664	0.0325986003439059	KLF15/IRS2/PRKAG2/NR4A3/PIK3R1/LEP/TRIB3/SORBS1/ENPP1	9
GO:0001763	morphogenesis of a branching structure	17/686	149/12179	0.00429230237830231	0.0416994262724664	0.0325986003439059	WNT2/TGFBR2/COL4A1/GDNF/FGF13/SOX9/LGR4/SPINT2/VEGFA/GDF7/FZD5/FGF10/AGT/RSPO2/PRDM1/FGFR2/SFRP2	17
GO:0003179	heart valve morphogenesis	8/686	47/12179	0.00433761078095471	0.0419943955397799	0.0328291930910593	SOX4/TGFBR2/ROBO1/SOX9/AXIN2/TGFB2/CCN1/ADAMTS5	8
GO:0007160	cell-matrix adhesion	20/686	187/12179	0.00434222441072712	0.0419943955397799	0.0328291930910593	VCAM1/FAM107A/GPM6B/ITGA11/STON1/PIK3R1/ITGBL1/NID1/POSTN/ITGA10/CORO2B/CCN2/APOD/ITGA8/VEGFA/THBS1/SORBS1/EDA/HPSE/LYPD3	20
GO:0071456	cellular response to hypoxia	14/686	113/12179	0.00439919823251859	0.0424497914841232	0.0331851996771183	CBS/CITED2/AQP3/CFLAR/PRKCE/DDAH1/VEGFA/STC1/FGFR2/RGCC/EPHA4/HMOX1/KCND2/PTGS2	14
GO:0050807	regulation of synapse organization	19/686	175/12179	0.00455210937284597	0.0437236182958321	0.0341810160432939	PDLIM5/EPHB2/OXTR/FLRT3/TUBA1A/RPS6KA5/NEDD9/NEGR1/EPHB3/TUBB/SLC7A11/LRRTM2/RHOB/CTTNBP2/SLITRK6/PAK3/EPHA4/LRRN1/ASIC2	19
GO:0044344	cellular response to fibroblast growth factor stimulus	11/686	79/12179	0.0045617561705945	0.0437236182958321	0.0341810160432939	COL1A1/FLRT3/GCLM/POSTN/CCN2/THBS1/FGF10/NR4A1/FGFR2/EGR3/FGF22	11
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	11/686	79/12179	0.0045617561705945	0.0437236182958321	0.0341810160432939	ARHGEF2/GCLM/CFLAR/GDNF/FAIM2/HMGB2/BRCA1/THBS1/FGF10/SFRP2/HMOX1	11
GO:0070663	regulation of leukocyte proliferation	17/686	150/12179	0.00459537967588707	0.043947795831312	0.0343562672287044	VCAM1/IRS2/PDE5A/TGFBR2/IGFBP2/EPHB2/SLC39A10/LEP/TNFSF13B/IL34/FGF10/IL12A/INPP5D/TSPAN32/TNFSF9/ICOSLG/IL4I1	17
GO:0010460	positive regulation of heart rate	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	ATP2A2/ADRA1B/ADM2/GCH1	4
GO:0015732	prostaglandin transport	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	PLA2G4A/LEP/P2RX7/PTGS2	4
GO:0016048	detection of temperature stimulus	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	CXCL12/LXN/ADORA1/HTR2A	4
GO:0032793	positive regulation of CREB transcription factor activity	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	ADCY1/RPS6KA5/ADCY8/EPHA5	4
GO:0033630	positive regulation of cell adhesion mediated by integrin	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	LIF/TGFB2/RAC3/SFRP2	4
GO:0048486	parasympathetic nervous system development	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	ADARB1/PLXNA4/GDNF/EGR2	4
GO:0060713	labyrinthine layer morphogenesis	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	SPINT2/FZD5/CCN1/FGFR2	4
GO:0072537	fibroblast activation	4/686	13/12179	0.00474000094265867	0.0445373392730336	0.0348171438584326	GCLM/ACTA2/LEP/RGCC	4
GO:0032413	negative regulation of ion transmembrane transporter activity	7/686	38/12179	0.0047667378200044	0.0446907689936657	0.0349370878142818	SLC6A9/EPHB2/PRKCE/CLIC2/NEDD4L/KCNE3/ADRA2A	7
GO:0002063	chondrocyte development	6/686	29/12179	0.0048718764911752	0.0451832346719358	0.0353220737304938	COL11A1/TGFBR2/SOX9/AXIN2/COL27A1/SFRP2	6
GO:0002548	monocyte chemotaxis	6/686	29/12179	0.0048718764911752	0.0451832346719358	0.0353220737304938	DUSP1/CXCL12/CCN3/CCL8/CCL7/CCR1	6
GO:0003203	endocardial cushion morphogenesis	6/686	29/12179	0.0048718764911752	0.0451832346719358	0.0353220737304938	TGFBR2/ROBO1/SOX9/TGFB2/ADAMTS5/TMEM100	6
GO:0055010	ventricular cardiac muscle tissue morphogenesis	6/686	29/12179	0.0048718764911752	0.0451832346719358	0.0353220737304938	COL11A1/TGFB2/NRG1/FGFR2/PKP2/CHD7	6
GO:0060711	labyrinthine layer development	6/686	29/12179	0.0048718764911752	0.0451832346719358	0.0353220737304938	WNT2/SPINT2/FZD5/VASH2/CCN1/FGFR2	6
GO:0001649	osteoblast differentiation	20/686	189/12179	0.00489317348794527	0.045282946028528	0.0354000232601122	COL1A1/TMT1A/CEBPD/ITGA11/ZHX3/FBN2/TMEM119/TENT5A/RASSF2/SOX9/LGR4/CRIM1/DNAI3/AXIN2/RSPO2/TNFAIP6/CCN1/CYP24A1/FGFR2/SFRP2	20
GO:0051966	regulation of synaptic transmission, glutamatergic	8/686	48/12179	0.00495440377192808	0.0455550530977712	0.0356127434434321	OXTR/SLC38A2/PLPPR4/GRIK1/ADORA1/PTGS2/GRIN2A/HTR2A	8
GO:1990868	response to chemokine	8/686	48/12179	0.00495440377192808	0.0455550530977712	0.0356127434434321	DUSP1/CXCL12/ROBO1/CCL8/ACKR4/CCL7/ACKR2/CCR1	8
GO:1990869	cellular response to chemokine	8/686	48/12179	0.00495440377192808	0.0455550530977712	0.0356127434434321	DUSP1/CXCL12/ROBO1/CCL8/ACKR4/CCL7/ACKR2/CCR1	8
GO:0045859	regulation of protein kinase activity	35/686	394/12179	0.00502292373491073	0.0459246815121458	0.0359017011110321	DUSP1/ADARB1/ERRFI1/PRKAG2/TGFBR2/RAP2B/EPHB2/NEK10/NEDD9/WARS1/LEP/DUSP10/CDKN2B/ROBO1/PKIA/RASSF2/TRIB3/AXIN2/VEGFA/TGFB2/THBS1/IL34/AGT/UBASH3B/CCN1/ADCY8/MMD/NRG1/TNFSF15/GPRC5B/ADRA2A/ANG/RGCC/EPHA4/DIRAS3	35
GO:0032147	activation of protein kinase activity	10/686	69/12179	0.00502668847478075	0.0459246815121458	0.0359017011110321	TGFBR2/LEP/VEGFA/TGFB2/AGT/ADCY8/NRG1/TNFSF15/ADRA2A/ANG	10
GO:0120162	positive regulation of cold-induced thermogenesis	10/686	69/12179	0.00502668847478075	0.0459246815121458	0.0359017011110321	ACSL1/OXTR/SCD/LEP/VEGFA/G0S2/DIO2/PER2/FABP4/GADD45G	10
GO:0033002	muscle cell proliferation	18/686	164/12179	0.00506029396378969	0.0461335504894117	0.0360649848039453	ADAMTS1/WNT2/CCN3/NR4A3/CITED2/CFLAR/S1PR1/APOD/TENM4/JUN/TGFB2/THBS1/IL12A/FGFR2/ANG/HMOX1/MSTN/PTGS2	18
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	14/686	115/12179	0.00515137181960637	0.046864386850402	0.0366363174235609	FSTL3/CCN3/FST/FBN2/ING2/BMPER/CILP/CRIM1/SAP30/RASL11B/TNFAIP6/PMEPA1/CHRDL2/SFRP2	14
GO:0002053	positive regulation of mesenchymal cell proliferation	5/686	21/12179	0.00534511049462949	0.0482182866889475	0.0376947310202862	WNT2/IRS2/TGFBR2/SOX9/FGFR2	5
GO:0006882	intracellular zinc ion homeostasis	5/686	21/12179	0.00534511049462949	0.0482182866889475	0.0376947310202862	MT2A/MT1E/SLC39A10/MT1X/MT1M	5
GO:0045823	positive regulation of heart contraction	5/686	21/12179	0.00534511049462949	0.0482182866889475	0.0376947310202862	ATP2A2/ADRA1B/ADM2/GCH1/TGFB2	5
GO:1903524	positive regulation of blood circulation	5/686	21/12179	0.00534511049462949	0.0482182866889475	0.0376947310202862	ATP2A2/ADRA1B/ADM2/GCH1/TGFB2	5
GO:0015833	peptide transport	18/686	165/12179	0.00539124121126612	0.0485324732938716	0.0379403469551532	SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/SLC7A11/GPR68/ADCY8/ADRA2A/PER2/ADORA1/RAPGEF4/EPHA5/ACVR1C/CHD7	18
GO:0006942	regulation of striated muscle contraction	9/686	59/12179	0.00541610513663529	0.0486543001186442	0.0380355852911912	PDE5A/ATP2A2/CLIC2/ADRA1B/FGF13/STC1/NR4A1/ADORA1/PKP2	9
GO:0051251	positive regulation of lymphocyte activation	22/686	217/12179	0.00544451093044436	0.0488073693848186	0.0381552474611297	VCAM1/SOX4/ZBTB16/IRS2/TGFBR2/IGFBP2/EPHB2/FOXO3/SMARCD2/SLC39A10/LEP/DUSP10/MAP3K8/SOCS1/TNFSF13B/FGF10/IL12A/EGR3/INPP5D/TNFSF9/ICOSLG/IL4I1	22
GO:0060840	artery development	11/686	81/12179	0.0055302270327217	0.0493987664589956	0.0386175731713129	SOX4/TGFBR2/CITED2/LEP/ROBO1/VEGFA/TGFB2/EGR2/PRDM1/APOB/CHD7	11
GO:0003197	endocardial cushion development	7/686	39/12179	0.00553349014130807	0.0493987664589956	0.0386175731713129	TGFBR2/CITED2/ROBO1/SOX9/TGFB2/ADAMTS5/TMEM100	7
